id	surface	gloss	level
42391	명약관화		
42392	명언	a dictum, a quip, a witticism	
42393	명연설가		
42394	명영	decree	
42395	명예	Honor	C
42396	명예로운	honorable, honored	
42397	명예롭게	honorably	
42398	명예박사		
42399	명예심		
42400	명예욕		
42401	명예제대	honorable discharge	
42402	명예직	an honorable and unpaid position	
42403	명예진급	brevet	
42404	명예퇴직	honorable retirement	
42405	명예혁명	English Revolution	
42406	명예회복	rehabilitation	
42407	명예훼손	injury	
42408	명왕성	pluto	
42409	명의	name,title	C
42410	명의자		
42411	명이 긴	longlived	
42412	명인	an ace, a master	
42413	명인기	master hand	
42414	명인다운	masterful	
42415	명일		
42416	명작	masterpiece	
42417	명작극		
42418	명장	captain	
42419	명장	craftsman	
42420	명재경각	capable of killing you/taking your breath away	
42421	명재판관	Daniel	
42422	명저	classic	
42423	명절	Festival days	B
42424	명정		
42425	명정	inebriation, inebriety	
42426	명제	a proposition or statement	
42427	명조	Ming	
42428	명조체		
42429	명종술	campanology	
42430	명주		
42431	명주		
42432	명주실	floss silk	
42433	명주암투	Daniel	
42434	명중	a bullet or arrow hits the target squarely	
42435	명중시키다	(a ball) nails the target	
42436	명중탄	carton	
42437	명중하다	to reach the target	
42438	명증성		
42439	명진행자		
42440	명차		
42441	명찰	nameplate	
42442	명찰	name tape	
42443	명찰	scutcheon	
42444	명찰추호		
42445	명창		
42446	명철		
42447	명철보신		
42448	명치	the solar plexus, pit of the stomach	
42449	명칭	a way to call sth, appellative	
42450	명칭	A name,title	C
42451	명칭일람	nomenclator	
42452	명쾌	lucidity, clearness	
42453	명쾌하다	to be clear-cut, luculent, luminous	
42454	명탐정	Holesm	
42455	명태	(a fish) alaska pollock, alaska walleye	
42456	명패	nameplate	
42457	명포		
42458	명품	a brand name product, a luxury good	
42459	명품관		
42460	명품점		
42461	명하다	assign, command, give orders	
42462	명함	Name card	B
42463	명함통	card case	
42464	명항한	blithe	
42465	명형하다	command	
42466	명화	rose	
42467	명확	clarity, definiteness	
42468	명확성	definitude	
42469	명확하다	clear,precise	C
42470	명확히	categorically, definitely	
42471	몇	A few	A
42472	몇 겹의	several	
42473	몇 명	a few people	
42474	몇 명	how many people	
42475	몇 백이고	by  hundred  s	
42476	몇 번이고 베어 먹기	cut-and-come-again	
42477	몇 번째인지 모를 정도의	umpteenth	
42478	몇 부분으로 이루어진	membered	
42479	몇 인치의것	incher	
42480	몇개 ? 몇번이고	many   times or	
42481	몇개의	several	
42482	몇몇	Several	B
42483	몇몇의	several	
42484	몇번이고 되뇌다	harp	
42485	몇십	In the tens	B
42486	몇안되는 반발파	noisy minority	
42487	몇째인가의	somethingth	
42488	모	corner, angle, edge	
42489	모	A certain person, mr. Jones	C
42490	모	a piece of hair, a toothbrush bristle	
42491	모가난	angulate	
42492	모가지	rif	
42493	모계	the mother`s side, matrilineage	
42494	모계도	matrilineage	
42495	모계제	matriliny	
42496	모고신종		
42497	모골		
42498	모공		
42499	모과		
42500	모과나무	japonica	
42501	모관	biretta	
42502	모관 인력	capillarity	
42503	모교		
42504	모구	hair ball	
42505	모국	mother country	
42506	모국	motherland	
42507	모국어	mother tongue	
42508	모권사회	matriarchy	
42509	모권제	matriarchy	
42510	모금	Money raising	C
42511	모금 파티	fundraising party	
42512	모기	A mosquito	B
42513	모기구		
42514	모기아재비	daddylonglers	
42515	모기업		
42516	모기장	a mosquito net	
42517	모깃불	smudge	
42518	모나다	to be angular, to have angles/points	
42519	모나드론	monadism	
42520	모나리자	Mona Lisa	
42521	모나코	monaco	
42522	모난	to be angled, angular	
42523	모난 병	case bottle	
42524	모난 유리	tessera	
42525	모남	angularity	
42526	모내기	rice seedlings	
42527	모내다	transplanting rice plants	
42528	모넨신	monensin	
42529	모넬 메탈	monel metal	
42530	모녀	a mother and her daughters	
42531	모년	a person getting old	
42532	모노드라마	monodrama	
42533	모노랄의	monaural	
42534	모노부이	monobuoy	
42535	모노코크	monocoque	
42536	모노타이프	monotype	
42537	모노포닉	monophonic	
42538	모눈 종이	corss-section paper	
42539	모눈종이	graph paper, plotting paper, section paper, square paper	
42540	모니터	Monitor	B
42541	모닝 코트	morning coat	
42542	모닝코트	cutaway	
42543	모닝코트	tail coat	
42544	모닥불	the bonfire	
42545	모던	modern	
42546	모던재즈	progressive jazz	
42547	모던하다	to be modern	
42548	모델	Model	B
42549	모델 구성	model building	
42550	모델 변경	facelifting	
42551	모델인형	dummy	
42552	모델인형	lay figure	
42553	모독	blasphemy, profanity, sacrilege	
42554	모독의	profane	
42555	모독자	blasphemer, violator	
42556	모독적인	blasphemous	
42557	모독적인	profanatory	
42558	모독하다	unhallow	
42559	모두	everything	A
42560	모두	Everybody	A
42561	모듈	module	
42562	모듈 방식	modularity	
42563	모듈 산수	modular arithmetic	
42564	모드	mode	
42565	모든	Every one	A
42566	모들뜨기눈	cross-eye	
42567	모라토리엄	moratorium	
42568	모락모락	clouds of steam rising thickly and densely	
42569	모란	tree peony	
42570	모란봉	a mountain by the capital of north korea	
42571	모란채	broccoli	
42572	모란채	brocoli	
42573	모래	Sand	B
42574	모래 바닥	sandbed	
42575	모래 벼룩	chigoe	
42576	모래 시계	hand glass	
42577	모래 언덕	dune buggy	
42578	모래 언덕	sand dune	
42579	모래 폭풍	sandstorm	
42580	모래같은	arenaceous	
42581	모래벌판	sand	
42582	모래부대	sandbag	
42583	모래상자	sandbox	
42584	모래시계	hourglass	
42585	모래시계	sandglass	
42586	모래언덕	dune	
42587	모래언덕	hurst	
42588	모래의	arenose	
42589	모래의	sandy	
42590	모래주머니	a sandbag	
42591	모래질의	arenaceous	
42592	모래찜질	a sand bath, sometimes hot	
42593	모래층	sandbed	
42594	모래콥	overslaugh	
42595	모래톱	reef, sandbank, shoal	
42596	모략	artifice, contrivance for your benefit	
42597	모략중상		
42598	모레	The day after tomorrow	B
42599	모렐로	morello	
42600	모려타다	crake	
42601	모로	diagonally, sideways	
42602	모로	in many different ways	
42603	모로고로	on the sly, so that he doesn't know	
42604	모로코	Morocco (the country)	
42605	모로코의	Moroccan	
42606	모루	anvil	
42607	모루	stitchwort	
42608	모르게	unconsciously	
42609	모르고	unawares	
42610	모르다	To not know	A
42611	모르모트	guinea pig	
42612	모르몬교	mormonism	
42613	모르타르	mortar	
42614	모르핀	heroin, morphine	
42615	모른 체함	cut	
42616	모를 내다	corner	
42617	모름지기	it is proper, one ought to do	
42618	모리배		
42619	모리스춤	morris(dance)	
42620	모린	moreen	
42621	모립 살포	seeding	
42622	모멘트	moment	
42623	모면	evasion	
42624	모면하다	shirking responsibility	
42625	모멸	contempt	
42626	모멸감	a feeling of contempt, scorn	
42627	모모	whosit	
42628	모반	insurgence	
42629	모반	nevus	
42630	모반	rebellion	
42631	모반의	nevoid	
42632	모반점	birthmark	
42633	모반하는	rebellious	
42634	모반하다	rebel	
42635	모반한	insurgent	
42636	모발	body hair	
42637	모발 이식	hair transplantation	
42638	모방	apery, copy, imitation, mock ; to take as an example	
42639	모방도		
42640	모방모조	imitation	
42641	모방예술	imitative arts	
42642	모방자	copier, copycat, copyist	
42643	모방작품	a paste job, an imitation	
42644	모방적	imitative	
42645	모방적인	imitative	
42646	모방주의	metooism, a copycat	
42647	모방주의자	a metooist, a copycat	
42648	모방하다	copy, echo, imitate	
42649	모범	a model, an example ; a prototype	C
42650	모범생	an exemplary student, a model student	
42651	모범수	a trusty, model prisoner	
42652	모범적	classic, classical, model, standard	
42653	모범택시	a more expensive, luxery taxi	
42654	모법적인	exemplary	
42655	모병	conscription	
42656	모병관	enlister	
42657	모본단		
42658	모사	the bowl used in JaySah with sand and the belt	
42659	모사	schemer, strategist	
42660	모사	thread made from an animal`s hair	
42661	모사	a copy, facsimile, imitation, replication	
42662	모사론		
42663	모사론적		
42664	모사석	sedilia	
42665	모사의	imitative	
42666	모사하다	to replicate, imitate, copy	
42667	모살	murder	
42668	모색	feeling for sth in the dark	
42669	모색	Evening twilight	
42670	모색기		
42671	모색창연		
42672	모색하다	to feel for sth as if in the dark, using the hands	C
42673	모샤브	moshav	
42674	모서리	an angle, the edge	
42675	모선	bussbar, generatrix	
42676	모선	mother ship	
42677	모성	maternity	
42678	모성	motherhood	
42679	모성 상실	maternal deprivation	
42680	모성애		
42681	모세	moses	
42682	모세관	a capillary, a capillary tube	
42683	모세관의	capillary	
42684	모세오공	pentateuch	
42685	모세의	mosaic	
42686	모수	a tree grown for its seeds	
42687	모수	parameter	
42688	모수	Medulla	
42689	모수석	dendrite	
42690	모수자천	모수라는 사람이 스스로를 추천하다 = to recommend yourself for sth (자기가 자신을 추천함). Used when you volunteer for sth you don`t know about	
42691	모순	contradiction, discrepancy, incongruity, inconsistency	
42692	모순 어법	oxymoron	
42693	모순당착	a contradiction	
42694	모순대당	contradictory	
42695	모순되는	conflicting, irreconcilable	
42696	모순되다	conflict, contradict, contravene	
42697	모순없이	compatibly	
42698	모순율		
42699	모순적		
42700	모순점	contrariety	
42701	모스 부호	morse code(alphabet)	
42702	모스로즈	moss rose	
42703	모스크바	moscow	
42704	모슬린	delaine	
42705	모슬린	muslin	
42706	모습	shape,body	B
42707	모시	grass cloth, ramie, ramee, cambric hemp cloth, cloth, fabric	
42708	모시다	Attend on	B
42709	모시조개	a short-necked clam	
42710	모신		
42711	모심	a gathering together	
42712	모씨	zilch	
42713	모암	country rock	
42714	모압	Moab	
42715	모양	signs,indications	B
42716	모양	A shape, form	B
42717	모양내다	gussey up, decorate to look fancy	
42718	모양새	showing	
42719	모여 들다	repair	
42720	모여들다	gather,flock	C
42721	모욕	an affront, an insult, a shame, a slur	
42722	모욕감		
42723	모욕당		
42724	모욕적		
42725	모욕적인	insulting, opprobrious	
42726	모욕죄		
42727	모욕하다	affront, insult, slur	
42728	모우미성		
42729	모운	assonance	
42730	모운낙일		
42731	모운의	assonant	
42732	모월		
42733	모유	breast milk	
42734	모으는 일	grouping	
42735	모으다	gather,get together	B
42736	모으로	askance	
42737	모으로	askew	
42738	모음	a vowel	
42739	모음간	intervocalic	
42740	모음생략	elision (emission of a vowel)	
42741	모음성	vocality	
42742	모음전환	ablaut, transformation of a vowel	
42743	모음전환	vowel gradation	
42744	모음접속	hiatus	
42745	모음조화	vowel harmony	
42746	모음화하다	to vocalize	
42747	모의	furs, fur garments	
42748	모의	imitation	
42749	모의	hold a conference, confer and consult regarding sth	
42750	모의고사	a qualifying xam of some kind	
42751	모의실험		
42752	모의재판	moot	
42753	모의전	sciamachy	
42754	모이다	Meet, assemble	B
42755	모이주머니	craw	
42756	모이통	feeder	
42757	모일		
42758	모임	A group, a party	B
42759	모자	A hat	A
42760	모자 골	hatblock	
42761	모자 솔	hatbrush	
42762	모자 쓴	hatted	
42763	모자간		
42764	모자걸이	a hall tree, a hat rack, a hat tree	
42765	모자걸이대	hatstand	
42766	모자라게	sparely	
42767	모자라다	To be insufficient	B
42768	모자람	leanness	
42769	모자람	scantiness	
42770	모자리본	hatband	
42771	모자반	sargasso	
42772	모자상	hatter	
42773	모자이크	mosaic	
42774	모작		
42775	모작품		
42776	모잘록병	damping off	
42777	모잠비크	mozambique	
42778	모전		
42779	모전류	felting	
42780	모점	generatrix	
42781	모정		
42782	모제르 총	mauser	
42783	모조	a counterfeit, imitative, mock	
42784	모조리	One and all, wholly, without exception	C
42785	모조자	a counterfeiter	
42786	모조치즈	imitation cheese	
42787	모조품	counterfeit, fakery, imitation, mimicry	
42788	모조하다	counterfeit	
42789	모종	a seedling, a young plant	
42790	모종	a kind/sort of	
42791	모종삽	trowel	
42792	모주		
42793	모주꾼	juicer	
42794	모주꾼	souse	
42795	모지다	to be sharp and not rounded	
42796	모직	woolen, of wool	
42797	모직물	cloth, wool, woolen	
42798	모직물업자	clothier	
42799	모진목숨	one's miserable, wretched life	
42800	모질다	harsh, cruel, bitter ; ruthless, fearless	
42801	모짐	angularity	
42802	모집	Collection	C
42803	모집단	population	
42804	모집인		
42805	모집하다	Call/appeal for	C
42806	모창	sycosis	
42807	모처		
42808	모처럼	At long last	C
42809	모처럼만에	after a long time, waiting, said of sth much-awaited	
42810	모체	a parent, sth producing offspring	
42811	모충	caterpillar	
42812	모친	materfamilias	
42813	모카	mocha	
42814	모캐	burbot	
42815	모캐	cusk	
42816	모탕	block	
42817	모태	the cradle of, the starting point of	
42818	모택동주의	Maoism	
42819	모터	a motor	
42820	모테트	motet	
42821	모텔	court	
42822	모토	a slogan, a motto	
42823	모퉁이	Corner	C
42824	모퉁잇돌	cornerstone	
42825	모판	seedbed	
42826	모포	blanket	
42827	모피	fur, a pelt	
42828	모필	hair pencil	
42829	모함	depot ship, mother ship	
42830	모함	to falsely whistleblow, incriminate falsely	
42831	모함하다	entrap	
42832	모합금	hardener	
42833	모항	home port	
42834	모험	adventure, chance, emprise, hazard, peril, risk, venture	
42835	모험가	adventurer	
42836	모험가	gentleman	
42837	모험담		
42838	모험성		
42839	모험심	enterprise	
42840	모험자	venturer	
42841	모험적		
42842	모험적인	adventurous, enterprising	
42843	모험적인	hazardous, risky	
42844	모험주의	adventurism	
42845	모험주의자	a die-hard adventurer	
42846	모험하다	risk	
42847	모헤어	mohair	
42848	모헤어천	mohair	
42849	모형	a typographic plate	
42850	모형	dummy, miniature, model, print	
42851	모형도		
42852	모형복사	ectype	
42853	모형실험		
42854	모호	equivocality, opacity, of an unclear attitude	
42855	모호면	Moho	
42856	모호성	a word having many meanings	
42857	모호크	a mohawk Indian	
42858	모호하다	dim, vague; ambiguious, waffling, equivocal	
42859	모회사	holding company, parent company, proprietary company	
42860	모히칸족	Mahican	
42861	목	The neck; the throat	A
42862	목 달아매는 끈	necktie	
42863	목 둘레에 고리 무늬가 있는 새.동물	ringneck	
42864	목 아랫살이 처진	dewlapped	
42865	목 아플때 먹는 시럽	linctus	
42866	목 안쪽에서 나오는	throaty	
42867	목 조르기	stranglehold	
42868	목가	bucolic, idyll	
42869	목가리개	gorget	
42870	목가적		
42871	목가적 가극	pastorale	
42872	목가적인	Arcadian	
42873	목가적인	idyllic	
42874	목가체	pastoralism	
42875	목각	wood carving	
42876	목각상		
42877	목각술	wood carving	
42878	목각술	wood engraving	
42879	목강즉절		
42880	목걸이	Necklace	B
42881	목걸이 털가죽 목도리	necklet	
